EmployeeNo,Last_performance_score,No_of_previous_employers,Targets_met,Training_score_average,Trainings_Attended,Age_recurited,Years_in_company,Channel_of_Recruitment_Agency and others,Channel_of_Recruitment_Direct Internal process,Channel_of_Recruitment_Referral and Special candidates,Division_Business Finance Operations,Division_Commercial Sales and Marketing,Division_Customer Support and Field Operations,Division_Information Technology and Solution Support,Division_Information and Strategy,Division_People/HR Management,Division_Regulatory and Legal services,Division_Research and Innovation,Division_Sourcing and Purchasing,Foreign_schooled_No,Foreign_schooled_Yes,Gender_Female,Gender_Male,Marital_Status_Married,Marital_Status_Not_Sure,Marital_Status_Single,Previous_Award_0,Previous_Award_1,Previous_IntraDepartmental_Movement_No,Previous_IntraDepartmental_Movement_Yes,Qualification_First Degree or HND,"Qualification_MSc, MBA and PhD",Qualification_Non-University Education,Qualification_something_here,Past_Disciplinary_Action_No,Past_Disciplinary_Action_Yes,zone_NC,zone_NE,zone_NW,zone_SE,zone_SS,zone_SW
53599,YAK/S/50943,7.5,1,0,4.174387269895637,4,3.1780538303479458,1.0986122886681096,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53600,YAK/S/50945,5.0,0,0,3.828641396489095,2,3.332204510175204,1.0986122886681096,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53601,YAK/S/50955,7.5,1,1,3.9889840465642745,2,3.258096538021482,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53602,YAK/S/50959,2.5,2,0,3.8066624897703196,2,3.295836866004329,2.639057329615259,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
53603,YAK/S/50961,10.0,0,0,3.8501476017100584,2,3.4965075614664802,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53604,YAK/S/50963,10.0,0,0,4.02535169073515,3,3.2188758248682006,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53605,YAK/S/50966,5.0,1,1,4.174387269895637,2,3.6375861597263857,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53606,YAK/S/50974,0.0,0,0,4.02535169073515,2,3.1780538303479458,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53607,YAK/S/50975,7.5,1,1,3.9318256327243257,2,3.713572066704308,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53608,YAK/S/50976,7.5,0,1,4.3694478524670215,2,3.2188758248682006,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53609,YAK/S/50977,5.0,1,0,4.31748811353631,2,3.2188758248682006,2.302585092994046,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
53610,YAK/S/50978,2.5,1,0,3.6635616461296463,2,3.4339872044851463,2.4849066497880004,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
53611,YAK/S/50979,7.5,0,0,3.828641396489095,2,3.1780538303479458,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53612,YAK/S/50980,7.5,0,0,4.290459441148391,2,3.332204510175204,1.3862943611198906,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
53613,YAK/S/50983,7.5,1,0,3.828641396489095,2,3.4657359027997265,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53614,YAK/S/50984,12.5,1,1,3.9318256327243257,3,3.367295829986474,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53615,YAK/S/50990,5.0,1,1,4.290459441148391,4,3.295836866004329,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
53616,YAK/S/50991,2.5,5,0,3.912023005428146,3,3.367295829986474,2.1972245773362196,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53617,YAK/S/50993,7.5,4,1,3.7376696182833684,2,3.332204510175204,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53618,YAK/S/50995,7.5,1,0,4.31748811353631,2,3.332204510175204,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53619,YAK/S/51000,7.5,0,0,3.9889840465642745,2,3.4339872044851463,2.639057329615259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
53620,YAK/S/51002,2.5,0,0,3.970291913552122,2,3.4965075614664802,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53621,YAK/S/51005,7.5,1,0,4.3694478524670215,2,3.332204510175204,2.3978952727983707,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
53622,YAK/S/51008,10.0,3,1,3.9889840465642745,2,3.4339872044851463,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53623,YAK/S/51009,5.0,1,0,3.6109179126442243,2,3.2188758248682006,2.0794415416798357,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53624,YAK/S/51010,2.5,0,0,4.343805421853684,2,3.044522437723423,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53625,YAK/S/51013,2.5,4,0,3.8066624897703196,2,3.332204510175204,2.995732273553991,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
53626,YAK/S/51019,10.0,0,1,4.02535169073515,2,3.4011973816621555,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53627,YAK/S/51023,2.5,1,0,4.174387269895637,2,3.4011973816621555,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
53628,YAK/S/51024,10.0,1,1,4.007333185232471,3,3.1354942159291497,1.3862943611198906,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53629,YAK/S/51025,7.5,0,0,4.304065093204169,3,3.258096538021482,2.1972245773362196,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53630,YAK/S/51028,12.5,1,1,3.9318256327243257,3,3.258096538021482,2.772588722239781,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
53631,YAK/S/51029,7.5,0,0,3.828641396489095,2,3.4011973816621555,1.6094379124341003,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53632,YAK/S/51030,7.5,1,0,4.04305126783455,2,3.332204510175204,2.0794415416798357,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53633,YAK/S/51031,12.5,0,1,4.31748811353631,2,3.367295829986474,2.4849066497880004,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
53634,YAK/S/51032,5.0,1,0,3.784189633918261,3,3.2188758248682006,2.302585092994046,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53635,YAK/S/51033,10.0,1,0,3.8918202981106265,2,3.258096538021482,2.302585092994046,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53636,YAK/S/51035,2.5,1,0,3.912023005428146,2,3.332204510175204,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53637,YAK/S/51036,2.5,1,0,3.784189633918261,2,3.1354942159291497,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53638,YAK/S/51040,0.0,1,0,4.02535169073515,2,3.1780538303479458,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53639,YAK/S/51042,7.5,1,0,4.1588830833596715,3,3.367295829986474,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53640,YAK/S/51048,12.5,2,0,4.330733340286331,3,3.1780538303479458,2.0794415416798357,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53641,YAK/S/51053,7.5,0,0,4.290459441148391,2,3.2188758248682006,1.3862943611198906,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
53642,YAK/S/51055,10.0,1,0,4.007333185232471,2,3.091042453358316,1.6094379124341003,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53643,YAK/S/51060,10.0,0,1,4.204692619390966,2,3.1780538303479458,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
53644,YAK/S/51069,7.5,4,0,3.9889840465642745,2,3.1354942159291497,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53645,YAK/S/51072,2.5,1,0,3.8066624897703196,2,3.295836866004329,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53646,YAK/S/51073,7.5,1,1,3.912023005428146,2,3.1780538303479458,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53647,YAK/S/51075,12.5,1,0,3.9889840465642745,2,3.2188758248682006,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53648,YAK/S/51078,10.0,0,0,3.784189633918261,3,3.1780538303479458,2.0794415416798357,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53649,YAK/S/51079,7.5,0,1,4.219507705176107,2,3.1780538303479458,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53650,YAK/S/51082,5.0,1,0,4.0943445622221,2,3.1780538303479458,1.0986122886681096,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53651,YAK/S/51090,10.0,0,0,3.8066624897703196,2,3.5553480614894135,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
53652,YAK/S/51093,12.5,1,1,4.189654742026425,2,3.295836866004329,2.833213344056216,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
53653,YAK/S/51096,12.5,0,1,3.784189633918261,2,3.8501476017100584,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
53654,YAK/S/51099,10.0,0,0,3.9318256327243257,2,3.295836866004329,2.3978952727983707,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
53655,YAK/S/51102,7.5,0,0,4.290459441148391,2,3.044522437723423,1.0986122886681096,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53656,YAK/S/51103,7.5,0,0,4.276666119016055,2,3.091042453358316,2.3978952727983707,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53657,YAK/S/51105,7.5,1,0,4.174387269895637,2,3.1354942159291497,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53658,YAK/S/51107,0.0,0,1,3.7612001156935624,2,3.1780538303479458,0.6931471805599453,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53659,YAK/S/51110,12.5,1,1,4.31748811353631,2,3.091042453358316,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53660,YAK/S/51111,10.0,1,0,3.9512437185814275,2,3.091042453358316,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
53661,YAK/S/51116,10.0,6,1,4.143134726391533,3,3.044522437723423,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53662,YAK/S/51119,7.5,0,0,3.6888794541139363,2,3.258096538021482,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
53663,YAK/S/51121,7.5,1,1,4.276666119016055,2,3.367295829986474,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
53664,YAK/S/51130,5.0,1,0,4.127134385045092,2,3.2188758248682006,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53665,YAK/S/51132,7.5,2,0,4.330733340286331,3,3.5263605246161616,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
53666,YAK/S/51134,12.5,3,1,4.04305126783455,2,3.332204510175204,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53667,YAK/S/51136,10.0,0,1,4.356708826689592,2,2.995732273553991,1.3862943611198906,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53668,YAK/S/51137,7.5,0,0,3.9512437185814275,2,2.995732273553991,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53669,YAK/S/51138,5.0,1,0,4.276666119016055,2,3.4965075614664802,2.833213344056216,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53670,YAK/S/51139,2.5,0,0,4.356708826689592,2,2.995732273553991,1.9459101490553132,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53671,YAK/S/51140,5.0,0,1,3.6109179126442243,2,3.091042453358316,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53672,YAK/S/51141,7.5,1,0,3.713572066704308,2,3.5263605246161616,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53673,YAK/S/51142,10.0,1,1,4.189654742026425,2,3.332204510175204,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
53674,YAK/S/51148,10.0,1,0,3.784189633918261,2,3.1354942159291497,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53675,YAK/S/51149,7.5,1,0,3.7612001156935624,2,3.332204510175204,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53676,YAK/S/51162,5.0,0,0,3.9512437185814275,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53677,YAK/S/51163,10.0,1,0,4.356708826689592,3,3.1354942159291497,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53678,YAK/S/51166,2.5,1,0,4.0943445622221,2,3.6375861597263857,1.0986122886681096,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53679,YAK/S/51172,7.5,2,0,3.9318256327243257,2,3.6109179126442243,2.9444389791664403,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53680,YAK/S/51177,10.0,1,1,3.784189633918261,2,3.295836866004329,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53681,YAK/S/51178,7.5,1,1,4.1588830833596715,2,3.5553480614894135,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53682,YAK/S/51180,10.0,1,0,3.828641396489095,2,3.1354942159291497,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53683,YAK/S/51183,0.0,1,0,3.6635616461296463,2,3.091042453358316,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
53684,YAK/S/51184,10.0,0,0,4.248495242049359,2,3.295836866004329,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
53685,YAK/S/51188,0.0,1,1,4.31748811353631,2,3.258096538021482,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
53686,YAK/S/51190,0.0,0,1,3.8066624897703196,2,3.295836866004329,0.6931471805599453,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53687,YAK/S/51191,5.0,0,0,4.1588830833596715,3,3.367295829986474,1.6094379124341003,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53688,YAK/S/51193,2.5,1,0,3.7376696182833684,3,3.258096538021482,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
53689,YAK/S/51196,7.5,1,0,3.828641396489095,2,3.912023005428146,1.6094379124341003,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
53690,YAK/S/51199,12.5,1,1,4.343805421853684,2,3.58351893845611,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
53691,YAK/S/51208,7.5,2,0,4.304065093204169,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53692,YAK/S/51219,7.5,1,0,3.7612001156935624,2,3.367295829986474,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53693,YAK/S/51220,5.0,0,0,3.970291913552122,2,3.1354942159291497,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53694,YAK/S/51228,0.0,0,0,4.304065093204169,2,3.258096538021482,0.6931471805599453,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
53695,YAK/S/51229,7.5,1,0,3.713572066704308,2,3.258096538021482,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53696,YAK/S/51233,7.5,0,1,3.970291913552122,2,3.258096538021482,0.6931471805599453,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53697,YAK/S/51239,0.0,1,1,4.007333185232471,2,3.258096538021482,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53698,YAK/S/51240,7.5,0,1,3.970291913552122,2,3.1354942159291497,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53699,YAK/S/51244,5.0,0,0,3.7612001156935624,4,3.4965075614664802,2.639057329615259,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53700,YAK/S/51247,10.0,1,1,4.31748811353631,2,3.295836866004329,1.9459101490553132,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53701,YAK/S/51249,12.5,1,1,4.248495242049359,2,3.4657359027997265,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53702,YAK/S/51253,10.0,0,1,4.356708826689592,2,3.258096538021482,1.0986122886681096,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
53703,YAK/S/51262,10.0,2,0,3.713572066704308,2,3.2188758248682006,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
53704,YAK/S/51263,12.5,0,1,4.007333185232471,2,3.2188758248682006,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
53705,YAK/S/51266,5.0,1,0,3.713572066704308,2,3.2188758248682006,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53706,YAK/S/51267,12.5,0,0,3.970291913552122,2,3.4011973816621555,2.302585092994046,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53707,YAK/S/51269,10.0,2,0,3.9889840465642745,2,3.7376696182833684,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
53708,YAK/S/51272,7.5,4,0,4.276666119016055,3,3.295836866004329,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
53709,YAK/S/51273,10.0,0,1,3.970291913552122,2,3.091042453358316,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
53710,YAK/S/51279,7.5,1,0,3.8066624897703196,2,3.367295829986474,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
53711,YAK/S/51280,2.5,1,1,3.58351893845611,3,3.258096538021482,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
53712,YAK/S/51285,2.5,0,1,3.784189633918261,2,3.295836866004329,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
